"","Group.1","gridID","year","spring_delta_anpp","summer_delta_anpp","spring_delta_ndvi","summer_delta_ndvi","spring_z_anpp","summer_z_anpp","spring_z_ndvi","summer_z_ndvi","lon","lat","pr_cat","quantiley","quant"
"155",35632,35632,2010,-4.7619e-05,9.52381e-05,9.52381e-05,4.7619e-05,0,4.7619e-05,-4.7619e-05,0,-106.7672284,31.94424144,NA,0.24,2
"156",35633,35633,2010,0,0,4.7619e-05,0,0,0,0,4.7619e-05,-106.6616352,31.95433993,NA,0.5,3
"157",35638,35638,2010,4.7619e-05,-0.0001428571,-9.52381e-05,0,0.0001428571,-4.7619e-05,0,0,-106.133278,32.00334229,NA,0.5,3
"158",35639,35639,2010,-4.7619e-05,0,0.0001904762,4.7619e-05,0,-4.7619e-05,9.52381e-05,0,-106.02753,32.01284452,NA,0.92,8
"159",35640,35640,2010,0,-9.52381e-05,-4.7619e-05,0,0,0,0,0.0001428571,-105.9217571,32.02224727,NA,0.5,3
"160",35641,35641,2010,4.7619e-05,0,0.0001428571,0,4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-105.8159595,32.03155051,NA,0.76,6
"161",35642,35642,2010,-4.7619e-05,-9.52381e-05,9.52381e-05,0,0.0001428571,4.7619e-05,-4.7619e-05,4.7619e-05,-105.7101375,32.04075421,NA,0.24,2
"162",35643,35643,2010,0,-4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,0.0001428571,-105.6042912,32.04985833,NA,0.76,6
"163",35644,35644,2010,9.52381e-05,0,-4.7619e-05,4.7619e-05,0,0,-4.7619e-05,-4.7619e-05,-105.4984211,32.05886285,NA,0.24,2
"164",35645,35645,2010,4.7619e-05,0,-4.7619e-05,0,0,-9.52381e-05,-4.7619e-05,0,-105.3925273,32.06776775,NA,0.24,2
"165",35646,35646,2010,0,-4.7619e-05,0,-4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,-0.0001428571,-105.2866102,32.07657298,NA,0.24,2
"166",35647,35647,2010,9.52381e-05,0.0001428571,4.7619e-05,-4.7619e-05,0,0,4.7619e-05,-9.52381e-05,-105.1806698,32.08527853,NA,0.76,6
"167",35648,35648,2010,0,-4.7619e-05,0.0001428571,-4.7619e-05,-9.52381e-05,-9.52381e-05,-4.7619e-05,0,-105.0747066,32.09388437,NA,0.24,2
"168",35649,35649,2010,0,4.7619e-05,0,-9.52381e-05,0,0,0,9.52381e-05,-104.9687207,32.10239047,NA,0.5,3
"169",35650,35650,2010,-9.52381e-05,-4.7619e-05,0,4.7619e-05,0,-9.52381e-05,0,4.7619e-05,-104.8627125,32.11079679,NA,0.5,3
"170",35651,35651,2010,4.7619e-05,4.7619e-05,-9.52381e-05,-4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,0,-104.7566821,32.11910333,NA,0.76,6
"171",35652,35652,2010,4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,9.52381e-05,0,-4.7619e-05,-104.6506299,32.12731004,NA,0.5,3
"172",35653,35653,2010,0,0,-4.7619e-05,0,4.7619e-05,0,-4.7619e-05,-4.7619e-05,-104.544556,32.1354169,NA,0.24,2
"173",35654,35654,2010,4.7619e-05,4.7619e-05,-4.7619e-05,0,-9.52381e-05,-4.7619e-05,9.52381e-05,0,-104.4384608,32.14342389,NA,0.92,8
"174",35655,35655,2010,9.52381e-05,-4.7619e-05,-0.0001904762,9.52381e-05,9.52381e-05,9.52381e-05,-4.7619e-05,0,-104.3323445,32.15133098,NA,0.24,2
"175",35656,35656,2010,-9.52381e-05,4.7619e-05,-4.7619e-05,0.0001428571,9.52381e-05,9.52381e-05,4.7619e-05,0,-104.2262074,32.15913815,NA,0.76,6
"176",35657,35657,2010,0,0,-4.7619e-05,4.7619e-05,0,-4.7619e-05,0,0,-104.1200497,32.16684537,NA,0.5,3
"177",35658,35658,2010,0,-4.7619e-05,4.7619e-05,-9.52381e-05,9.52381e-05,4.7619e-05,-9.52381e-05,-9.52381e-05,-104.0138716,32.17445261,NA,0.07,1
"178",35659,35659,2010,-0.0001428571,-0.0001428571,9.52381e-05,4.7619e-05,4.7619e-05,0,-4.7619e-05,4.7619e-05,-103.9076736,32.18195985,NA,0.24,2
"179",35660,35660,2010,9.52381e-05,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,0,9.52381e-05,9.52381e-05,-103.8014557,32.18936707,NA,0.92,8
"180",35661,35661,2010,0,4.7619e-05,0.0001428571,0,0,0.0001428571,0,-4.7619e-05,-103.6952182,32.19667425,NA,0.5,3
"181",35662,35662,2010,0,-4.7619e-05,4.7619e-05,-4.7619e-05,0,4.7619e-05,4.7619e-05,0,-103.5889615,32.20388135,NA,0.76,6
"182",35663,35663,2010,0,-4.7619e-05,-0.0001428571,0,0,4.7619e-05,0,-4.7619e-05,-103.4826858,32.21098836,NA,0.5,3
"183",35664,35664,2010,0,4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,-9.52381e-05,-9.52381e-05,9.52381e-05,-103.3763913,32.21799525,NA,0.07,1
"184",35665,35665,2010,-4.7619e-05,0,0,0,0,0,0,0,-103.2700784,32.22490201,NA,0.5,3
"185",35666,35666,2010,0,0,-0.0001428571,0,-9.52381e-05,-4.7619e-05,4.7619e-05,0,-103.1637471,32.2317086,NA,0.76,6
"186",36048,36048,2010,-0.0001428571,-4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,0,-4.7619e-05,4.7619e-05,-111.5047006,31.47625368,NA,0.24,2
"187",36049,36049,2010,0,0,9.52381e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,0,4.7619e-05,-111.4004393,31.49079706,NA,0.5,3
"188",36050,36050,2010,9.52381e-05,-4.7619e-05,9.52381e-05,-4.7619e-05,4.7619e-05,0,0,4.7619e-05,-111.2961405,31.50524275,NA,0.5,3
"189",36051,36051,2010,-9.52381e-05,4.7619e-05,0,-4.7619e-05,4.7619e-05,0,0,0,-111.1918045,31.51959072,NA,0.5,3
"190",36052,36052,2010,-4.7619e-05,4.7619e-05,-4.7619e-05,9.52381e-05,0,4.7619e-05,-4.7619e-05,0,-111.0874316,31.53384092,NA,0.24,2
"191",36053,36053,2010,4.7619e-05,0.0001428571,4.7619e-05,0,9.52381e-05,-4.7619e-05,9.52381e-05,0.0001428571,-110.983022,31.5479933,NA,0.92,8
"192",36054,36054,2010,4.7619e-05,-4.7619e-05,0,-9.52381e-05,9.52381e-05,-4.7619e-05,-0.0001428571,0,-110.8785759,31.56204783,NA,0.01,1
"193",36055,36055,2010,0,0,4.7619e-05,-9.52381e-05,9.52381e-05,-9.52381e-05,0,9.52381e-05,-110.7740935,31.57600446,NA,0.5,3
"194",36056,36056,2010,-9.52381e-05,4.7619e-05,-9.52381e-05,-9.52381e-05,4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,-110.6695752,31.58986315,NA,0.24,2
"195",36057,36057,2010,4.7619e-05,-4.7619e-05,0,4.7619e-05,0,0,4.7619e-05,-4.7619e-05,-110.565021,31.60362386,NA,0.76,6
"196",36058,36058,2010,-9.52381e-05,4.7619e-05,0,0,0,4.7619e-05,-4.7619e-05,4.7619e-05,-110.4604313,31.61728654,NA,0.24,2
"197",36059,36059,2010,-4.7619e-05,-4.7619e-05,-4.7619e-05,-9.52381e-05,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,-110.3558063,31.63085116,NA,0.5,3
"198",36060,36060,2010,0,-4.7619e-05,0,9.52381e-05,0.0001428571,4.7619e-05,0,-9.52381e-05,-110.2511461,31.64431767,NA,0.5,3
"199",36061,36061,2010,0,-9.52381e-05,-4.7619e-05,0,0,0,4.7619e-05,0,-110.1464512,31.65768603,NA,0.76,6
"200",36062,36062,2010,-4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,0,0,0,0,-110.0417216,31.6709562,NA,0.5,3
"201",36063,36063,2010,0,4.7619e-05,-4.7619e-05,0,0,9.52381e-05,-9.52381e-05,4.7619e-05,-109.9369577,31.68412814,NA,0.07,1
"202",36064,36064,2010,0,9.52381e-05,9.52381e-05,0,9.52381e-05,4.7619e-05,9.52381e-05,4.7619e-05,-109.8321597,31.69720182,NA,0.92,8
"203",36065,36065,2010,0,9.52381e-05,9.52381e-05,9.52381e-05,-4.7619e-05,4.7619e-05,0,9.52381e-05,-109.7273277,31.71017718,NA,0.5,3
"204",36066,36066,2010,0,-4.7619e-05,-4.7619e-05,0,-9.52381e-05,4.7619e-05,4.7619e-05,9.52381e-05,-109.6224621,31.72305419,NA,0.76,6
"205",36067,36067,2010,-4.7619e-05,4.7619e-05,-0.0001428571,4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,9.52381e-05,-109.5175631,31.73583282,NA,0.24,2
"206",36068,36068,2010,-9.52381e-05,-4.7619e-05,-9.52381e-05,-0.0001428571,-4.7619e-05,0.0001428571,-9.52381e-05,9.52381e-05,-109.4126309,31.74851301,NA,0.07,1
"207",36070,36070,2010,9.52381e-05,0,-4.7619e-05,-4.7619e-05,0,4.7619e-05,4.7619e-05,-4.7619e-05,-109.202668,31.77357796,NA,0.76,6
"208",36071,36071,2010,-4.7619e-05,0,-4.7619e-05,-4.7619e-05,-4.7619e-05,0,0.0001428571,-0.0001428571,-109.0976377,31.78596264,NA,0.98,8
"209",36072,36072,2010,4.7619e-05,9.52381e-05,-4.7619e-05,0,0,-4.7619e-05,4.7619e-05,-4.7619e-05,-108.9925752,31.79824873,NA,0.76,6
"210",36073,36073,2010,-4.7619e-05,0,-9.52381e-05,-9.52381e-05,0,4.7619e-05,-0.0001428571,9.52381e-05,-108.8874808,31.8104362,NA,0.01,1
"211",36074,36074,2010,0.0001428571,-4.7619e-05,9.52381e-05,9.52381e-05,4.7619e-05,-4.7619e-05,0,-4.7619e-05,-108.7823546,31.82252502,NA,0.5,3
"212",36075,36075,2010,0,9.52381e-05,4.7619e-05,0,0,4.7619e-05,4.7619e-05,-4.7619e-05,-108.677197,31.83451513,NA,0.76,6
"213",36076,36076,2010,0,-4.7619e-05,0,4.7619e-05,0,9.52381e-05,-4.7619e-05,4.7619e-05,-108.5720081,31.84640652,NA,0.24,2
"214",36077,36077,2010,9.52381e-05,0,-4.7619e-05,0,-4.7619e-05,-4.7619e-05,0,4.7619e-05,-108.4667882,31.85819913,NA,0.5,3
"215",36078,36078,2010,9.52381e-05,9.52381e-05,0,0.0001428571,4.7619e-05,4.7619e-05,-4.7619e-05,0,-108.3615375,31.86989293,NA,0.24,2
"216",36079,36079,2010,4.7619e-05,0,0,0,-4.7619e-05,4.7619e-05,-4.7619e-05,0,-108.2562564,31.8814879,NA,0.24,2
"217",36080,36080,2010,-4.7619e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,9.52381e-05,0,-9.52381e-05,-108.150945,31.89298398,NA,0.5,3
"218",36081,36081,2010,-9.52381e-05,-9.52381e-05,0,-4.7619e-05,-9.52381e-05,-4.7619e-05,0,0,-108.0456035,31.90438115,NA,0.5,3
"219",36082,36082,2010,0,0,-4.7619e-05,0,4.7619e-05,9.52381e-05,4.7619e-05,-9.52381e-05,-107.9402324,31.91567936,NA,0.76,6
"220",36083,36083,2010,-9.52381e-05,-9.52381e-05,-4.7619e-05,0,-4.7619e-05,4.7619e-05,-4.7619e-05,0,-107.8348316,31.92687859,NA,0.24,2
"221",36084,36084,2010,0,0,0,0,4.7619e-05,-9.52381e-05,-9.52381e-05,-4.7619e-05,-107.7294017,31.9379788,NA,0.07,1
"222",36085,36085,2010,0,-0.0001428571,-9.52381e-05,4.7619e-05,-4.7619e-05,0,0,-4.7619e-05,-107.6239426,31.94897995,NA,0.5,3
"223",36086,36086,2010,-4.7619e-05,0,9.52381e-05,0.0001428571,-9.52381e-05,0,0,4.7619e-05,-107.5184548,31.95988201,NA,0.5,3
"224",36087,36087,2010,4.7619e-05,0,4.7619e-05,0,-4.7619e-05,0,0,4.7619e-05,-107.4129385,31.97068495,NA,0.5,3
"225",36088,36088,2010,-9.52381e-05,-4.7619e-05,0,0,0,-4.7619e-05,0,-9.52381e-05,-107.3073939,31.98138873,NA,0.5,3
"226",36089,36089,2010,-4.7619e-05,0.0001428571,0,-4.7619e-05,-9.52381e-05,-4.7619e-05,0,4.7619e-05,-107.2018213,31.99199331,NA,0.5,3
"227",36090,36090,2010,4.7619e-05,-4.7619e-05,-4.7619e-05,9.52381e-05,-4.7619e-05,0,0,0,-107.0962208,32.00249867,NA,0.5,3
"228",36091,36091,2010,4.7619e-05,0.0001428571,0,4.7619e-05,-4.7619e-05,0,-0.0001428571,4.7619e-05,-106.9905929,32.01290477,NA,0.01,1
"229",36092,36092,2010,-9.52381e-05,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,9.52381e-05,-9.52381e-05,0,-106.8849376,32.02321158,NA,0.07,1
"230",36093,36093,2010,0,-4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,9.52381e-05,-4.7619e-05,4.7619e-05,-106.7792553,32.03341906,NA,0.24,2
"231",36094,36094,2010,-9.52381e-05,0,4.7619e-05,-0.0001428571,9.52381e-05,-4.7619e-05,0.0001428571,9.52381e-05,-106.6735463,32.04352719,NA,0.98,8
"232",36095,36095,2010,4.7619e-05,-9.52381e-05,4.7619e-05,0,-4.7619e-05,-4.7619e-05,0,4.7619e-05,-106.5678107,32.05353593,NA,0.5,3
"233",36096,36096,2010,4.7619e-05,-9.52381e-05,-4.7619e-05,0,0,4.7619e-05,0,-4.7619e-05,-106.4620488,32.06344525,NA,0.5,3
"234",36097,36097,2010,9.52381e-05,-9.52381e-05,4.7619e-05,4.7619e-05,9.52381e-05,-9.52381e-05,-4.7619e-05,9.52381e-05,-106.3562609,32.07325512,NA,0.24,2
"235",36098,36098,2010,4.7619e-05,0,0,-4.7619e-05,0,4.7619e-05,-4.7619e-05,0,-106.2504472,32.0829655,NA,0.24,2
"236",36099,36099,2010,4.7619e-05,0,-9.52381e-05,0,0.0001428571,-9.52381e-05,4.7619e-05,0,-106.144608,32.09257637,NA,0.76,6
"237",36100,36100,2010,0,4.7619e-05,4.7619e-05,4.7619e-05,0.0001428571,0,9.52381e-05,0,-106.0387435,32.1020877,NA,0.92,8
"238",36101,36101,2010,4.7619e-05,0,0,9.52381e-05,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,-105.9328541,32.11149945,NA,0.5,3
"239",36102,36102,2010,-4.7619e-05,9.52381e-05,0,0.0001904762,-4.7619e-05,0,-4.7619e-05,0,-105.8269398,32.1208116,NA,0.24,2
"240",36103,36103,2010,9.52381e-05,4.7619e-05,9.52381e-05,-4.7619e-05,0.0001904762,0,-0.0001428571,0.0001428571,-105.7210011,32.13002411,NA,0.01,1
"241",36104,36104,2010,-4.7619e-05,-4.7619e-05,-4.7619e-05,0,9.52381e-05,0,-4.7619e-05,9.52381e-05,-105.6150381,32.13913697,NA,0.24,2
"242",36105,36105,2010,0,-4.7619e-05,0,0,-9.52381e-05,4.7619e-05,0,-9.52381e-05,-105.5090511,32.14815013,NA,0.5,3
"243",36106,36106,2010,-4.7619e-05,0,0,4.7619e-05,0,9.52381e-05,0.0001428571,0,-105.4030404,32.15706356,NA,0.98,8
"244",36107,36107,2010,-4.7619e-05,-9.52381e-05,-4.7619e-05,9.52381e-05,4.7619e-05,-9.52381e-05,-4.7619e-05,0,-105.2970062,32.16587725,NA,0.24,2
"245",36108,36108,2010,0,0,9.52381e-05,-9.52381e-05,-4.7619e-05,4.7619e-05,0.0001428571,-4.7619e-05,-105.1909487,32.17459116,NA,0.98,8
"246",36109,36109,2010,9.52381e-05,9.52381e-05,4.7619e-05,9.52381e-05,4.7619e-05,-9.52381e-05,0,4.7619e-05,-105.0848683,32.18320527,NA,0.5,3
"247",36110,36110,2010,9.52381e-05,-4.7619e-05,9.52381e-05,-4.7619e-05,0,0.0001428571,-9.52381e-05,-4.7619e-05,-104.9787652,32.19171954,NA,0.07,1
"248",36111,36111,2010,-9.52381e-05,9.52381e-05,0,0,-9.52381e-05,0,-4.7619e-05,0,-104.8726396,32.20013395,NA,0.24,2
"249",36112,36112,2010,4.7619e-05,9.52381e-05,0,0,4.7619e-05,0,-9.52381e-05,-9.52381e-05,-104.7664918,32.20844848,NA,0.07,1
"250",36113,36113,2010,-9.52381e-05,-4.7619e-05,-9.52381e-05,-4.7619e-05,-4.7619e-05,-4.7619e-05,0,0.0001428571,-104.6603221,32.21666309,NA,0.5,3
"251",36114,36114,2010,-9.52381e-05,-4.7619e-05,0,4.7619e-05,0,-4.7619e-05,-0.0001428571,0.0001428571,-104.5541307,32.22477775,NA,0.01,1
"252",36115,36115,2010,-9.52381e-05,0,-4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,-104.4479179,32.23279246,NA,0.76,6
"253",36116,36116,2010,-4.7619e-05,-4.7619e-05,0,9.52381e-05,-9.52381e-05,0,4.7619e-05,-4.7619e-05,-104.3416839,32.24070717,NA,0.76,6
"254",36117,36117,2010,0,-4.7619e-05,0,-9.52381e-05,-4.7619e-05,-9.52381e-05,9.52381e-05,0,-104.235429,32.24852186,NA,0.92,8
"255",36118,36118,2010,-4.7619e-05,0,0,-9.52381e-05,0,-9.52381e-05,-9.52381e-05,-4.7619e-05,-104.1291534,32.25623651,NA,0.07,1
"256",36119,36119,2010,0,0,-4.7619e-05,0,-9.52381e-05,9.52381e-05,-4.7619e-05,4.7619e-05,-104.0228575,32.26385109,NA,0.24,2
"257",36120,36120,2010,-4.7619e-05,9.52381e-05,4.7619e-05,-9.52381e-05,4.7619e-05,9.52381e-05,0,4.7619e-05,-103.9165414,32.27136558,NA,0.5,3
"258",36121,36121,2010,-9.52381e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-9.52381e-05,0,9.52381e-05,0,-103.8102055,32.27877995,NA,0.92,8
"259",36122,36122,2010,-4.7619e-05,9.52381e-05,4.7619e-05,0,-9.52381e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,-103.70385,32.28609418,NA,0.76,6
"260",36123,36123,2010,0,0,-4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,0,-103.5974751,32.29330825,NA,0.24,2
"261",36124,36124,2010,-9.52381e-05,9.52381e-05,9.52381e-05,-9.52381e-05,0,-4.7619e-05,0,0,-103.4910812,32.30042213,NA,0.5,3
"262",36125,36125,2010,0,-4.7619e-05,-4.7619e-05,4.7619e-05,9.52381e-05,9.52381e-05,4.7619e-05,4.7619e-05,-103.3846684,32.30743579,NA,0.76,6
"263",36126,36126,2010,-4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,0,-0.0001428571,-103.2782371,32.31434923,NA,0.5,3
"264",36127,36127,2010,-9.52381e-05,-4.7619e-05,0,0,9.52381e-05,0,4.7619e-05,-0.0001428571,-103.1717874,32.32116241,NA,0.76,6
"265",36128,36128,2010,-4.7619e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-9.52381e-05,-4.7619e-05,-9.52381e-05,-103.0653198,32.32787531,NA,0.24,2
"266",36508,36508,2010,9.52381e-05,9.52381e-05,-9.52381e-05,-0.0001428571,0,-4.7619e-05,-4.7619e-05,9.52381e-05,-111.6262142,31.55023551,NA,0.24,2
"267",36509,36509,2010,0,-4.7619e-05,0,0,-9.52381e-05,-4.7619e-05,0,-4.7619e-05,-111.5218792,31.56489014,NA,0.5,3
"268",36510,36510,2010,4.7619e-05,0,0.0001428571,-4.7619e-05,0,-4.7619e-05,9.52381e-05,-4.7619e-05,-111.4175064,31.57944706,NA,0.92,8
"269",36511,36511,2010,0.0001428571,-9.52381e-05,0,0,-4.7619e-05,0,0,-0.0001904762,-111.3130961,31.59390622,NA,0.5,3
"270",36512,36512,2010,0,4.7619e-05,0,0,-9.52381e-05,4.7619e-05,0,4.7619e-05,-111.2086485,31.60826756,NA,0.5,3
"271",36513,36513,2010,9.52381e-05,-4.7619e-05,9.52381e-05,4.7619e-05,9.52381e-05,4.7619e-05,-9.52381e-05,0,-111.1041638,31.62253105,NA,0.07,1
"272",36514,36514,2010,0,-4.7619e-05,-4.7619e-05,0,0,-9.52381e-05,-4.7619e-05,0,-110.9996423,31.63669665,NA,0.24,2
"273",36515,36515,2010,0,-4.7619e-05,9.52381e-05,0,0.0001428571,0,4.7619e-05,0,-110.8950841,31.65076431,NA,0.76,6
"274",36516,36516,2010,0.0001428571,0,-4.7619e-05,0,9.52381e-05,0,9.52381e-05,0,-110.7904896,31.66473399,NA,0.92,8
"275",36517,36517,2010,0,-4.7619e-05,9.52381e-05,4.7619e-05,0,-4.7619e-05,-4.7619e-05,-4.7619e-05,-110.685859,31.67860565,NA,0.24,2
"276",36518,36518,2010,-4.7619e-05,0,-4.7619e-05,0,0,9.52381e-05,4.7619e-05,-4.7619e-05,-110.5811924,31.69237924,NA,0.76,6
"277",36519,36519,2010,4.7619e-05,0,0,-4.7619e-05,0,0.0001428571,4.7619e-05,9.52381e-05,-110.4764902,31.70605473,NA,0.76,6
"278",36520,36520,2010,-4.7619e-05,-4.7619e-05,0,4.7619e-05,-4.7619e-05,4.7619e-05,-9.52381e-05,9.52381e-05,-110.3717526,31.71963206,NA,0.07,1
"279",36521,36521,2010,0,4.7619e-05,4.7619e-05,-9.52381e-05,-4.7619e-05,0,0,-4.7619e-05,-110.2669797,31.73311121,NA,0.5,3
"280",36522,36522,2010,-4.7619e-05,0,0,0,0,-4.7619e-05,0,-9.52381e-05,-110.1621719,31.74649212,NA,0.5,3
"281",36523,36523,2010,4.7619e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,-9.52381e-05,0,0,-110.0573294,31.75977476,NA,0.5,3
"282",36524,36524,2010,-4.7619e-05,-9.52381e-05,0,4.7619e-05,0,4.7619e-05,-4.7619e-05,-0.0001428571,-109.9524524,31.77295909,NA,0.24,2
"283",36525,36525,2010,4.7619e-05,-4.7619e-05,-9.52381e-05,0,0,9.52381e-05,4.7619e-05,-9.52381e-05,-109.8475412,31.78604506,NA,0.76,6
"284",36526,36526,2010,-9.52381e-05,-9.52381e-05,4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,0,0,-109.7425959,31.79903264,NA,0.5,3
"285",36527,36527,2010,0,4.7619e-05,0,0,4.7619e-05,-4.7619e-05,-4.7619e-05,-4.7619e-05,-109.6376169,31.81192178,NA,0.24,2
"286",36528,36528,2010,0,-4.7619e-05,4.7619e-05,4.7619e-05,0,-9.52381e-05,-4.7619e-05,-4.7619e-05,-109.5326044,31.82471245,NA,0.24,2
"287",36529,36529,2010,0,4.7619e-05,-4.7619e-05,0,-4.7619e-05,0,0,4.7619e-05,-109.4275586,31.8374046,NA,0.5,3
"288",36530,36530,2010,0,-4.7619e-05,0,4.7619e-05,4.7619e-05,0,-4.7619e-05,0,-109.3224797,31.84999821,NA,0.24,2
"289",36531,36531,2010,-9.52381e-05,-4.7619e-05,0,0,-4.7619e-05,0,-9.52381e-05,-4.7619e-05,-109.2173681,31.86249322,NA,0.07,1
"290",36532,36532,2010,0,4.7619e-05,9.52381e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,-109.1122239,31.87488959,NA,0.76,6
"291",36533,36533,2010,9.52381e-05,0,-4.7619e-05,-4.7619e-05,0,9.52381e-05,-0.0001428571,9.52381e-05,-109.0070473,31.88718731,NA,0.01,1
"292",36534,36534,2010,-4.7619e-05,4.7619e-05,0,-4.7619e-05,-4.7619e-05,4.7619e-05,0,4.7619e-05,-108.9018387,31.89938631,NA,0.5,3
"293",36535,36535,2010,0,4.7619e-05,0,9.52381e-05,4.7619e-05,-0.0001428571,0,-4.7619e-05,-108.7965983,31.91148657,NA,0.5,3
"294",36536,36536,2010,4.7619e-05,0,0,9.52381e-05,0,0,4.7619e-05,0,-108.6913263,31.92348804,NA,0.76,6
"295",36537,36537,2010,0,-4.7619e-05,4.7619e-05,4.7619e-05,0.0001428571,0,-9.52381e-05,0,-108.5860229,31.93539069,NA,0.07,1
"296",36538,36538,2010,0,4.7619e-05,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,0,-4.7619e-05,-108.4806884,31.94719449,NA,0.5,3
"297",36539,36539,2010,0,0,-4.7619e-05,0,4.7619e-05,4.7619e-05,4.7619e-05,9.52381e-05,-108.3753231,31.95889939,NA,0.76,6
"298",36540,36540,2010,0.0001904762,0,4.7619e-05,-0.0001428571,0,0,0,-4.7619e-05,-108.2699272,31.97050537,NA,0.5,3
"299",36541,36541,2010,-4.7619e-05,0,0,9.52381e-05,0,-4.7619e-05,-9.52381e-05,4.7619e-05,-108.1645009,31.98201237,NA,0.07,1
"300",36542,36542,2010,9.52381e-05,0,0.0001428571,-4.7619e-05,9.52381e-05,0.0001428571,4.7619e-05,0,-108.0590445,31.99342037,NA,0.76,6
"301",36543,36543,2010,4.7619e-05,-0.0001428571,-4.7619e-05,-9.52381e-05,9.52381e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,-107.9535582,32.00472933,NA,0.24,2
"302",36544,36544,2010,9.52381e-05,4.7619e-05,4.7619e-05,0,0,4.7619e-05,4.7619e-05,9.52381e-05,-107.8480423,32.01593922,NA,0.76,6
"303",36545,36545,2010,4.7619e-05,-4.7619e-05,-9.52381e-05,0,0,4.7619e-05,4.7619e-05,4.7619e-05,-107.7424971,32.02705,NA,0.76,6
"304",36546,36546,2010,0,-4.7619e-05,0,-9.52381e-05,9.52381e-05,4.7619e-05,0,4.7619e-05,-107.6369227,32.03806163,NA,0.5,3
"305",36547,36547,2010,4.7619e-05,-9.52381e-05,0,0,0.0001904762,-9.52381e-05,-4.7619e-05,-9.52381e-05,-107.5313194,32.04897409,NA,0.24,2
"306",36548,36548,2010,4.7619e-05,9.52381e-05,4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,-107.4256876,32.05978732,NA,0.76,6
"307",36549,36549,2010,-9.52381e-05,-4.7619e-05,9.52381e-05,0,-9.52381e-05,-4.7619e-05,-4.7619e-05,0,-107.3200273,32.07050132,NA,0.24,2
"308",36550,36550,2010,4.7619e-05,-9.52381e-05,-9.52381e-05,0,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,-107.2143389,32.08111603,NA,0.5,3
"309",36551,36551,2010,0,0,4.7619e-05,0,0,-4.7619e-05,-4.7619e-05,0,-107.1086226,32.09163142,NA,0.24,2
"310",36552,36552,2010,-4.7619e-05,0,4.7619e-05,-0.0001428571,4.7619e-05,9.52381e-05,0,0,-107.0028787,32.10204747,NA,0.5,3
"311",36553,36553,2010,0,0,-4.7619e-05,0,0,0,4.7619e-05,-4.7619e-05,-106.8971075,32.11236413,NA,0.76,6
"312",36554,36554,2010,-9.52381e-05,0,0,9.52381e-05,4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,-106.7913091,32.12258138,NA,0.76,6
"313",36555,36555,2010,-4.7619e-05,4.7619e-05,4.7619e-05,0,0,9.52381e-05,0,0,-106.6854838,32.13269919,NA,0.5,3
"314",36556,36556,2010,0,-4.7619e-05,0,0,4.7619e-05,0,-4.7619e-05,-4.7619e-05,-106.5796319,32.14271751,NA,0.24,2
"315",36557,36557,2010,4.7619e-05,0,0,4.7619e-05,9.52381e-05,-0.0001428571,0,0,-106.4737537,32.15263633,NA,0.5,3
"316",36558,36558,2010,0.0001428571,-9.52381e-05,0,-4.7619e-05,-4.7619e-05,4.7619e-05,-9.52381e-05,0.0001904762,-106.3678493,32.1624556,NA,0.07,1
"317",36559,36559,2010,0,-0.0001428571,-9.52381e-05,-9.52381e-05,-4.7619e-05,-9.52381e-05,-4.7619e-05,0,-106.2619191,32.1721753,NA,0.24,2
