,spring_z_ndvi,lon,lat
64071,0.44,-107.876133,34.36045865
64092,0.334,-107.7674067,34.37155584
64113,0.901,-108.9765256,34.33251756
64134,1.191,-108.8680024,34.34464208
64155,1.235,-108.7594453,34.35666522
64176,1.481,-108.6508548,34.36858692
64197,0.694,-108.542231,34.38040715
64218,1.225,-108.4335742,34.39212586
64239,1.227,-108.3248848,34.40374301
64260,1.121,-108.2161628,34.41525857
64281,0.829,-108.1074088,34.42667248
64302,0.999,-107.9986228,34.43798472
64323,0.065,-107.8898052,34.44919524
64344,0.447,-107.7809563,34.46030399
64365,1.131,-108.9914517,34.42112186
64386,0.85,-108.8828067,34.43325899
64407,1.077,-108.7741278,34.44529463
64428,1.138,-108.6654153,34.45722874
64449,1.28,-108.5566694,34.46906128
64470,0.93,-108.4478904,34.4807922
64491,0.981,-108.3390786,34.49242146
64512,0.787,-108.2302343,34.50394903
64533,0.379,-108.1213577,34.51537486
64554,0.801,-108.0124491,34.52669891
64575,0.636,-107.9035088,34.53792114
64596,0.449,-107.794537,34.54904151
64617,1.572,-109.0064119,34.50971515
64638,1.12,-108.8976449,34.52186493
64659,0.848,-108.7888439,34.53391313
64680,1.049,-108.6800091,34.5458597
64701,1.199,-108.5711409,34.5577046
64722,1.207,-108.4622394,34.56944778
64743,1.482,-105.3388232,32.52294846
64764,1.367,-105.2322947,32.53169617
64785,1.35,-105.125743,32.54034371
64806,1.068,-105.0191683,32.54889104
64827,1.032,-104.9125708,32.55733814
64848,1.077,-105.3493361,32.61218067
64869,1.044,-105.2426892,32.62093693
64890,1.235,-105.136019,32.62959291
64911,1.013,-105.0293257,32.6381486
64932,1.072,-104.9226096,32.64660395
64953,0.924,-105.2531071,32.71016384
64974,0.868,-105.1463182,32.71882831
64995,0.798,-105.0395061,32.72739238
65016,1.075,-104.932671,32.73585603
65037,0.996,-105.2635484,32.79937708
65058,0.673,-105.1566405,32.80805007
65079,0.771,-105.0497093,32.81662257
65100,0.94,-104.9427551,32.82509455
65121,0.973,-105.2740132,32.88857683
65142,0.884,-105.166986,32.89725837
65163,1.04,-105.0599355,32.90583933
65184,0.973,-104.9528619,32.91431968
65205,0.506,-104.8457655,32.92269938
65226,0.794,-104.2027232,32.97086256
65247,1.049,-104.0954746,32.978537
65268,1.225,-103.9882054,32.98611059
65289,0.706,-103.8809157,32.99358329
65310,0.218,-103.7736059,33.00095508
65331,0.858,-105.2845016,32.97776326
65352,0.542,-105.1773549,32.9864534
65373,0.747,-105.0701848,32.99504286
65394,0.76,-104.9629915,33.00353161
65415,0.613,-104.8557754,33.01191962
65436,0.691,-104.7485366,33.02020686
65457,0.628,-104.6412755,33.02839331
65478,1.145,-104.5339923,33.03647893
65499,0.813,-104.4266873,33.04446371
65520,0.738,-104.3193607,33.05234761
65541,0.762,-104.2120129,33.0601306
65562,0.68,-104.1046441,33.06781267
65583,1.214,-103.9972545,33.07539379
65604,1.063,-103.8898444,33.08287392
65625,0.453,-103.7824141,33.09025305
65646,0.35,-105.2950137,33.06693656
65667,0.601,-105.1877472,33.07563533
65688,0.523,-105.0804572,33.08423332
65709,0.596,-104.973144,33.09273051
65730,0.475,-104.8658078,33.10112686
65751,0.443,-104.758449,33.10942235
65772,0.542,-104.6510677,33.11761694
65793,0.878,-104.5436642,33.12571062
65814,1.193,-104.4362389,33.13370335
65835,0.511,-104.3287919,33.1415951
65856,1.252,-104.2213236,33.14938586
65877,0.816,-104.1138343,33.15707559
65898,0.723,-104.0063241,33.16466427
65919,0.692,-103.8987933,33.17215187
65940,0.492,-103.7912423,33.17953836
65961,0.577,-104.875863,33.19032129
65982,0.563,-104.7683837,33.19862506
66003,0.34,-104.660882,33.20682783
66024,0.909,-104.5533581,33.2149296
66045,1.096,-104.4458121,33.22293031
66066,0.981,-104.3382445,33.23082996
66087,1.165,-104.2306555,33.23862851
66108,1.174,-104.1230453,33.24632593
66129,0.78,-104.0154142,33.25392221
66150,0.567,-103.9077625,33.2614173
66171,0.412,-103.8000904,33.2688112
66192,0.457,-104.8859409,33.27950309
66213,0.253,-104.778341,33.28781517
66234,0.191,-104.6707186,33.29602617
66255,0.409,-104.5630738,33.30413605
66276,1.256,-104.455407,33.31214479
66297,0.946,-104.3477185,33.32005236
66318,1.16,-104.2400084,33.32785873
66339,1.176,-104.1322772,33.33556388
66360,1.134,-104.0245249,33.34316778
66381,0.926,-103.916752,33.35067041
66402,0.546,-103.8089587,33.35807174
66423,0.373,-104.7883209,33.37699286
66444,0.475,-104.6805775,33.38521211
66465,0.194,-104.5728116,33.39333015
66486,0.594,-104.4650237,33.40134695
66507,1.196,-104.357214,33.40926247
66528,1.208,-104.2493826,33.41707671
66549,0.928,-104.14153,33.42478962
66570,0.856,-104.0336564,33.43240118
66591,0.833,-103.9257619,33.43991137
66612,0.624,-103.817847,33.44732016
66633,0.477,-104.7983234,33.46615832
66654,0.507,-104.6904587,33.47438586
66675,0.554,-104.5825716,33.48251209
66696,0.485,-104.4746623,33.49053697
66717,1.019,-104.366731,33.49846049
66738,1.091,-104.2587781,33.50628262
66759,0.82,-104.1508039,33.51400333
66780,0.573,-104.0428085,33.52162258
66801,0.974,-103.9347924,33.52914037
66822,0.362,-103.8267556,33.53655665
66843,0.235,-104.8083486,33.55531172
66864,0.146,-104.7003624,33.56354758
66885,0.425,-104.5923537,33.57168204
66906,0.583,-104.4843227,33.57971505
66927,0.854,-104.3762697,33.5876466
66948,0.946,-104.268195,33.59547665
66969,0.788,-104.1600989,33.60320518
66990,0.552,-104.0519815,33.61083217
67011,0.866,-103.9438433,33.61835758
67032,0.501,-103.8356845,33.62578139
67053,0.416,-103.7275053,33.63310358
67074,0.728,-103.619306,33.64032412
67095,0.62,-103.511087,33.64744298
67116,-0.205,-104.8183967,33.64445324
67137,-0.034,-104.7102887,33.65269746
67158,0.005,-104.6021581,33.66084018
67179,0.19,-104.4940051,33.66888135
67200,0.775,-104.3858301,33.67682096
67221,0.968,-104.2776333,33.68465898
67242,1.124,-104.169415,33.69239537
67263,0.975,-104.0611755,33.70003012
67284,0.922,-103.9529149,33.70756319
67305,0.69,-103.8446337,33.71499456
67326,0.542,-103.7363321,33.72232421
67347,-0.189,-104.8284676,33.73358307
67368,-0.194,-104.7202375,33.74183569
67389,-0.063,-104.6119848,33.7499867
67410,0.026,-104.5037096,33.75803607
67431,0.004,-104.3954123,33.76598378
67452,0.682,-104.2870932,33.77382979
67473,0.675,-104.1787524,33.78157408
67494,0.999,-104.0703903,33.78921662
67515,0.74,-103.9620072,33.79675738
67536,0.476,-103.8536033,33.80419635
67557,0.744,-103.745179,33.81153348
67578,-0.378,-104.8385615,33.82270138
67599,-0.277,-104.7302091,33.83096243
67620,-0.143,-104.6218339,33.83912178
67641,-0.025,-104.5134363,33.84717938
67662,-0.023,-104.4050164,33.85513522
67683,0.283,-104.2965746,33.86298926
67704,0.161,-104.1881111,33.87074148
67725,0.443,-104.0796263,33.87839184
67746,0.862,-103.9711203,33.88594034
67767,0.421,-103.8625935,33.89338693
67788,-0.45,-104.8486784,33.91180836
67809,-0.473,-104.7402034,33.92007788
67830,-0.471,-104.6317056,33.92824559
67851,-0.4,-104.5231851,33.93631146
67872,-0.045,-104.4146424,33.94427547
67893,0.444,-104.3060777,33.95213757
67914,0.686,-104.1974912,33.95989775
67935,0.329,-104.0888833,33.96755598
67956,1.034,-103.9802542,33.97511224
67977,0.748,-103.8716041,33.98256649
67998,-0.257,-104.8588185,34.00090419
68019,0.724,-104.0981615,34.05670922
68040,1.042,-103.989409,34.06427327
68061,1.184,-103.8806355,34.07173521
68082,0.738,-107.4674356,34.58179107
68103,0.773,-107.3583407,34.59250361
68124,0.374,-107.2492157,34.60311409
68145,1.166,-108.3533051,34.58108921
68166,0.758,-108.2443381,34.59262884
68187,0.489,-108.1353387,34.60406664
68208,0.394,-108.0263071,34.61540255
68229,0.73,-107.9172438,34.62663654
68250,0.627,-107.8081489,34.63776858
68271,-0.043,-107.6990226,34.64879861
68292,-0.18,-107.5898654,34.65972661
68313,0.159,-107.4806774,34.67055252
68334,0.397,-107.371459,34.68127632
68355,0.159,-107.2622104,34.69189797
68376,1.779,-109.0214064,34.59829759
68397,1.323,-108.9125171,34.61046009
68418,0.384,-108.8035937,34.6225209
68439,1.214,-108.6946364,34.63447998
68460,1.275,-108.5856456,34.6463373
68481,1.54,-108.4766214,34.6580928
68502,1.388,-108.3675642,34.66974644
68523,1.152,-108.2584742,34.68129819
68544,0.715,-108.1493517,34.69274799
68565,0.77,-108.040197,34.70409582
68586,0.709,-107.9310104,34.71534163
68607,1.165,-107.821792,34.72648538
68628,-0.252,-107.7125423,34.73752703
68649,-0.29,-107.6032615,34.74846653
68670,-0.143,-107.4939498,34.75930386
68691,0.034,-107.3846075,34.77003897
68712,0.057,-107.2752349,34.78067182
68733,1.667,-109.0364353,34.68686938
68754,1.026,-108.9274235,34.69904464
68775,1.105,-108.8183774,34.71111812
68796,1.525,-108.7092973,34.72308977
68817,1.574,-108.6001836,34.73495955
68838,1.211,-108.4910364,34.74672741
68859,1.274,-108.381856,34.75839332
68880,1.318,-108.2726428,34.76995724
68901,0.8,-108.163397,34.78141911
68922,0.816,-108.0541188,34.79277891
68943,0.931,-107.9448086,34.80403658
68964,0.111,-107.8354666,34.81519209
68985,-0.077,-107.7260931,34.8262454
69006,-0.098,-107.6166884,34.83719647
69027,-0.222,-107.5072527,34.84804526
69048,0.091,-107.3977863,34.85879172
69069,-0.131,-107.2882895,34.86943583
69090,1.482,-108.942364,34.78761876
69111,1.443,-108.833195,34.79970496
69132,1.528,-108.7239919,34.81168923
69153,1.634,-108.614755,34.82357153
69174,1.604,-108.5054845,34.83535182
69195,1.487,-108.3961808,34.84703005
69216,1.385,-108.2868441,34.85860618
69237,1.049,-108.1774746,34.87008018
69258,1.096,-108.0680727,34.88145199
69279,1.632,-107.9586386,34.89272158
69300,0.253,-107.8491727,34.90388891
69321,0.285,-107.7396751,34.91495393
69342,-0.043,-107.6301462,34.92591661
69363,-0.407,-107.5205862,34.9367769
69384,-0.075,-107.4109955,34.94753477
69405,0.005,-107.3013742,34.95819018
69426,-0.144,-107.1917227,34.96874309
69447,0.042,-107.0820413,34.97919346
69468,1.857,-108.957339,34.87618263
69489,1.725,-108.8480468,34.8882816
69510,1.762,-108.7387203,34.90027855
69531,1.684,-108.62936,34.91217343
69552,1.669,-108.5199659,34.92396619
69573,1.395,-108.4105385,34.93565679
69594,1.23,-108.301078,34.9472452
69615,1.397,-108.1915847,34.95873136
69636,1.502,-108.0820588,34.97011525
69657,0.599,-107.9725006,34.9813968
69678,0.308,-107.8629104,34.992576
69699,-0.181,-107.7532885,35.00365278
69720,0.399,-107.6436351,35.01462712
69741,0.091,-107.5339506,35.02549898
69762,0.074,-107.4242352,35.0362683
69783,-0.119,-107.3144892,35.04693506
69804,0.215,-107.2047128,35.05749922
69825,1.344,-108.4249294,35.02427374
69846,1.191,-108.3153448,35.03587447
69867,1.341,-108.2057273,35.04737286
69888,1.281,-108.0960771,35.05876886
69909,0.689,-107.9863945,35.07006244
69930,0.17,-107.8766798,35.08125355
69951,0.12,-107.7669333,35.09234215
69972,0.076,-107.6571552,35.1033282
69993,0.213,-107.5473458,35.11421166
70014,0.238,-107.4375055,35.12499249
70035,0.454,-107.3276344,35.13567066
70056,0.125,-107.2177329,35.14624611
70077,1.224,-108.4393534,35.11288108
70098,1.06,-108.3296445,35.12449419
70119,0.642,-108.2199026,35.13600485
70140,1.117,-108.1101278,35.14741303
70161,0.501,-108.0003206,35.15871868
70182,0.474,-107.8904811,35.16992175
70203,0.134,-107.7806096,35.18102222
70224,0.364,-107.6707066,35.19202003
70245,1.194,-107.5607721,35.20291515
70266,0.389,-107.4508065,35.21370753
70287,0.23,-107.3408101,35.22439715
70308,0.385,-107.2307832,35.23498395
70329,1.152,-108.4538108,35.20147899
70350,-0.438,-108.3439773,35.21310453
70371,0.502,-108.2341106,35.22462752
70392,-0.386,-108.124211,35.23604792
70413,0.501,-108.0142788,35.24736569
70434,0.043,-107.9043143,35.25858079
70455,0.104,-107.7943177,35.26969317
70476,0.224,-107.6842893,35.28070279
70497,1.408,-107.5742294,35.29160962
70518,0.378,-107.4641384,35.30241361
70539,0.478,-108.4683017,35.29006765
70560,0.748,-108.3583433,35.30170567
70581,-1.098,-104.7847097,36.25041364
70602,-1.005,-104.6728732,36.2586028
70623,-1.046,-104.5610127,36.26668728
70644,-0.916,-104.4491283,36.27466704
70665,-0.913,-104.3372204,36.28254205
70686,-1.137,-104.2252894,36.29031227
70707,-1.1,-104.1133355,36.29797769
70728,-0.029,-105.242709,36.30547249
70749,0.106,-105.1308416,36.31408971
70770,0.396,-105.0189488,36.32260226
70791,-0.927,-104.907031,36.33101011
70812,-0.943,-104.7950883,36.33931322
70833,-0.986,-104.6831212,36.34751156
70854,-0.864,-104.5711299,36.3556051
70875,-0.939,-104.4591147,36.36359381
70896,-1.023,-104.347076,36.37147765
70917,-1.158,-104.2350139,36.37925659
70938,-1.216,-104.1229289,36.38693061
70959,-1.127,-104.0108213,36.39449968
70980,-0.52,-105.253635,36.39432813
71001,0.341,-105.141637,36.40295502
71022,0.41,-105.0296136,36.41147713
71043,-0.823,-104.9175649,36.41989442
71064,-0.865,-104.8054914,36.42820686
71085,-1.051,-104.6933933,36.43641442
71106,-0.893,-104.581271,36.44451706
71127,-1.025,-104.4691247,36.45251476
71148,-1.107,-104.3569547,36.46040747
71169,-1.093,-104.2447614,36.46819518
71190,-0.863,-104.1325451,36.47587784
71211,-0.941,-104.020306,36.48345543
71232,-0.602,-105.2645868,36.48317788
71253,0.459,-105.1524579,36.49181448
71274,-0.892,-105.0403035,36.50034619
71295,-0.566,-104.9281238,36.50877296
71316,-0.782,-104.8159191,36.51709478
71337,-0.942,-104.7036898,36.52531159
71358,-0.716,-104.5914361,36.53342337
71379,-0.904,-104.4791583,36.5414301
71400,-0.996,-104.3668569,36.54933172
71421,-0.912,-104.254532,36.55712823
71442,-0.787,-104.142184,36.56481957
71463,-0.947,-104.0298131,36.57240573
71484,-0.322,-105.2755645,36.57202192
71505,-0.025,-105.1633044,36.58066828
71526,-0.442,-105.0510186,36.58920962
71547,-0.135,-104.9387075,36.59764593
71568,-0.266,-104.8263714,36.60597715
71589,-0.486,-104.7140105,36.61420326
71610,-0.36,-104.6016252,36.62232423
71631,-0.242,-104.4892157,36.63034002
71652,-0.118,-104.3767825,36.63825059
71673,-0.456,-104.2643257,36.64605593
71694,-1.159,-104.1518457,36.653756
71715,-1.181,-104.0393428,36.66135076
71736,-0.031,-105.2865681,36.66086045
71757,0.244,-105.1741765,36.66951661
71778,-0.336,-105.0617592,36.67806764
71799,-0.484,-104.9493164,36.68651351
71820,0.05,-104.8368485,36.69485418
71841,-0.067,-104.7243557,36.70308963
71862,-0.402,-104.6118384,36.71121982
71883,-0.563,-104.4992969,36.71924471
71904,-0.723,-104.3867315,36.72716428
71925,-1.051,-104.2741426,36.73497849
71946,-0.895,-104.1615303,36.74268732
71967,-1.152,-104.048895,36.75029072
71988,0.586,-105.1850744,36.75835967
72009,-0.293,-105.0725251,36.76692043
72030,0.155,-104.9599503,36.77537591
72051,-0.279,-104.8473503,36.78372608
72072,0.016,-104.7347254,36.7919709
72093,-0.365,-104.6220759,36.80011035
72114,-0.431,-104.5094021,36.80814439
72135,-0.607,-104.3967042,36.81607299
72156,-0.643,-104.2839827,36.82389611
72177,-0.6,-104.1712378,36.83161373
72198,-0.747,-104.0584699,36.83922581
72219,1.011,-105.1959981,36.84719767
72240,0.311,-105.0833166,36.85576819
72261,-0.553,-104.9706095,36.86423332
72282,-0.209,-104.8578771,36.87259303
72303,-0.698,-104.7451198,36.88084727
72324,-0.081,-104.6323377,36.88899602
72345,-0.222,-104.5195312,36.89703925
72366,-0.842,-104.4067006,36.90497692
72387,-0.521,-104.2938463,36.91280899
72408,-0.916,-104.1809685,36.92053544
72429,-0.565,-104.0680676,36.92815624
72450,0.493,-105.2069477,36.93603079
72471,-0.06,-105.0941337,36.94461112
72492,-0.305,-104.9812941,36.95308595
72513,0.379,-104.868429,36.96145523
72534,-0.835,-104.7555388,36.96971894
72555,0.48,-104.6426238,36.97787703
72576,0.182,-104.5296844,36.98592948
72597,0.954,-103.6895001,34.35384126
72618,0.815,-103.5802925,34.36101906
72639,0.552,-103.4710649,34.36809434
72660,0.742,-103.3618175,34.37506708
72681,0.966,-103.2525506,34.38193724
72702,0.566,-103.1432645,34.3887048
72723,0.695,-103.6983652,34.44298382
72744,0.814,-103.5890328,34.45016913
72765,0.889,-103.4796803,34.45725182
72786,0.512,-103.3703079,34.46423185
72807,0.593,-103.260916,34.47110921
72828,0.671,-103.1515048,34.47788387
72849,0.649,-103.7072507,34.53211653
72870,0.668,-103.5977932,34.53930938
72891,0.882,-103.4883155,34.54639951
72912,0.637,-103.3788179,34.55338688
72933,0.673,-103.2693007,34.56027147
72954,0.925,-103.1597641,34.56705325
72975,0.698,-103.0502084,34.57373219
72996,0.694,-103.6065738,34.62844001
73017,0.786,-103.4969707,34.63553761
73038,1.014,-103.3873475,34.64253234
73059,0.78,-103.2777047,34.64942419
73080,0.609,-103.1680424,34.65621312
73101,0.716,-103.0583611,34.66289912
73122,0.736,-103.3958969,34.73166843
73143,0.632,-103.2861281,34.73856757
73164,0.382,-103.1763399,34.74536369
73185,0.52,-103.0665325,34.75205676
73206,0.588,-103.2945711,34.82770179
73227,0.662,-103.1846566,34.83450513
73248,0.709,-103.0747229,34.84120531
73269,0.521,-103.1929926,34.92363763
73290,0.641,-103.0829322,34.93034495
73311,-0.345,-104.7502206,34.00918222
73332,-0.504,-104.6415998,34.01735833
73353,-0.553,-104.5329563,34.02543251
73374,-0.302,-104.4242904,34.03340471
73395,0.205,-104.3156025,34.04127492
73416,0.994,-104.2068928,34.0490431
73437,-0.352,-104.8689817,34.08998905
73458,-0.033,-104.7602607,34.09827562
73479,-0.236,-104.6515166,34.10646018
73500,-0.376,-104.5427498,34.11454269
73521,-0.296,-104.4339606,34.12252313
73542,-0.015,-104.3251492,34.13040147
73563,0.171,-104.2163159,34.13817768
73584,0.649,-104.107461,34.14585174
73605,0.699,-103.9985847,34.15342361
73626,-0.631,-104.8791683,34.17906313
73647,-0.269,-104.7703237,34.18735828
73668,-0.134,-104.6614562,34.19555131
73689,-0.193,-104.5525658,34.2036422
73710,-0.346,-104.4436529,34.21163091
73731,-0.088,-104.3347177,34.21951742
73752,0.272,-104.2257606,34.2273017
73773,0.75,-104.1167818,34.23498372
73794,0.86,-104.0077816,34.24256346
73815,-0.528,-104.8893781,34.26812661
73836,-0.432,-104.7804099,34.27643037
73857,-0.419,-104.6714185,34.28463192
73878,-0.185,-104.5624043,34.29273122
73899,-0.162,-104.4533674,34.30072824
73920,-0.089,-104.3443082,34.30862295
73941,-0.012,-104.235227,34.31641533
73962,0.513,-104.126124,34.32410535
73983,0.686,-104.0169995,34.33169298
74004,-0.419,-104.7905192,34.36549209
74025,-0.365,-104.6814038,34.37370218
74046,-0.252,-104.5722653,34.38180993
74067,0.042,-104.4631042,34.38981529
74088,0.282,-104.3539207,34.39771825
74109,0.2,-104.2447151,34.40551877
74130,0.213,-104.1354877,34.41321682
74151,0.656,-104.0262387,34.42081238
74172,-0.554,-104.8006518,34.45454361
74193,-0.431,-104.691412,34.46276229
74214,-0.206,-104.5821491,34.47087852
74235,-0.077,-104.4728635,34.47889227
74256,0.2,-104.3635554,34.4868035
74277,0.116,-104.2542251,34.49461218
74298,0.246,-104.1448729,34.5023183
74319,0.265,-104.0354991,34.50992182
74340,-0.623,-104.8108077,34.54358512
74361,-0.386,-104.7014432,34.55181243
74382,-0.458,-104.5920556,34.55993718
74403,-0.351,-104.4826452,34.56795934
74424,-0.183,-104.3732122,34.57587888
74445,-0.004,-104.263757,34.58369577
74466,0.09,-104.1542798,34.59140999
74487,-0.008,-104.0447809,34.59902151
74508,-0.177,-104.3828914,34.66494458
74529,-0.123,-104.2733109,34.67276972
74550,-0.087,-104.1637083,34.68049208
74571,-0.224,-104.2828868,34.76183421
74592,-0.173,-104.1731587,34.76956474
74613,1.555,-106.5325042,31.78589915
74634,2.297,-107.2822111,31.80311682
74655,1.903,-107.1768692,31.81370128
74676,1.585,-107.0714997,31.8241867
74697,1.565,-106.9661029,31.83457303
74718,0.817,-106.8606789,31.84486026
74739,1.55,-106.7552281,31.85504833
74760,1.083,-106.6497507,31.86513723
74781,2.231,-107.2947885,31.89226062
74802,1.899,-107.1893314,31.90285512
74823,1.238,-107.0838465,31.91335049
74844,1.24,-106.9783343,31.92374668
74865,1.305,-106.8727948,31.93404368
74886,1.349,-106.7672284,31.94424144
74907,1.31,-106.6616352,31.95433993
74928,1.854,-107.2018213,31.99199331
74949,1.693,-107.0962208,32.00249867
74970,1.378,-106.9905929,32.01290477
74991,1.488,-106.8849376,32.02321158
75012,1.278,-106.7792553,32.03341906
75033,1.497,-106.6735463,32.04352719
75054,1.765,-106.5678107,32.05353593
75075,1.455,-106.4620488,32.06344525
75096,2,-107.2143389,32.08111603
75117,1.74,-107.1086226,32.09163142
75138,1.147,-107.0028787,32.10204747
75159,1.177,-106.8971075,32.11236413
75180,1.429,-106.7913091,32.12258138
75201,1.735,-106.6854838,32.13269919
75222,1.977,-106.5796319,32.14271751
75243,1.658,-106.4737537,32.15263633
75264,1.642,-107.2268844,32.17022344
75285,1.638,-107.1210521,32.18074891
75306,1.602,-107.015192,32.19117495
75327,1.534,-106.9093044,32.20150151
75348,1.348,-106.8033897,32.21172857
75369,2.053,-106.697448,32.22185609
75390,1.928,-106.5914796,32.23188404
75411,1.391,-106.4854847,32.24181239
75432,1.021,-106.3794636,32.25164111
75453,1.54,-107.2394579,32.25931572
75474,1.291,-107.1335092,32.26985132
75495,1.117,-107.0275327,32.28028738
75516,1.261,-106.9215286,32.29062389
75537,-0.46,-106.8154973,32.3008608
75558,2.037,-106.7094389,32.31099808
75579,1.609,-106.6033536,32.3210357
75600,1.387,-106.4972419,32.33097363
75621,0.697,-106.3911038,32.34081183
75642,1.578,-107.2520595,32.34839305
75663,1.575,-107.1459942,32.35893881
75684,1.152,-107.039901,32.36938495
75705,1.504,-106.9337801,32.37973144
75726,1.669,-106.8276319,32.38997824
75747,2.088,-106.7214565,32.40012532
75768,1.722,-106.6152543,32.41017265
75789,1.114,-106.5090254,32.4201202
75810,1.023,-106.4027701,32.42996792
75831,1.794,-107.2646892,32.43745558
75852,1.643,-107.158507,32.44801155
75873,1.862,-107.0522969,32.45846781
75894,1.68,-106.946059,32.46882433
75915,1.789,-106.8397937,32.47908107
75936,1.45,-106.7335011,32.48923799
75957,1.893,-106.6271815,32.49929507
75978,1.317,-106.5208352,32.50925228
75999,1.479,-106.4144625,32.51910957
76020,1.613,-107.2773471,32.52650351
76041,1.664,-107.1710479,32.53706974
76062,1.947,-107.0647206,32.54753616
76083,1.691,-106.9583654,32.55790274
76104,1.149,-106.8519827,32.56816945
76125,1.084,-106.7455726,32.57833627
76146,1.639,-106.6391355,32.58840314
76167,1.209,-106.5326716,32.59837005
76188,0.934,-106.4261811,32.60823695
76209,1.226,-107.2900335,32.615537
76230,1.684,-107.1836169,32.62611352
76251,1.574,-107.0771721,32.63659015
76272,2.005,-106.9706994,32.64696684
76293,1.307,-106.864199,32.65724358
76314,1.565,-106.7576712,32.66742032
76335,1.505,-106.6511163,32.67749703
76356,1.101,-106.5445344,32.68747368
76377,1.747,-106.437926,32.69735023
76398,1.379,-107.196214,32.71514309
76419,1.853,-107.0896515,32.72562996
76440,2.147,-106.983061,32.73601682
76461,1.68,-106.8764428,32.74630361
76482,1.057,-106.769797,32.75649032
76503,0.843,-106.663124,32.76657691
76524,0.937,-106.556424,32.77656334
76545,0.907,-106.4496972,32.78644959
76566,1.364,-106.78195,32.84554646
76587,1.288,-106.6751587,32.85564297
76608,1.082,-106.5683402,32.86563922
76629,1.733,-106.461495,32.8755352
76650,0.597,-106.4733193,32.96460724
76687,-0.165,-103.8899971,32.00310472
76708,-0.115,-103.7840145,32.01049773
76729,1.017,-104.7468943,32.02974342
76750,0.425,-104.6409593,32.03794226
76771,0.04,-104.5350027,32.04604136
76792,-0.223,-104.4290249,32.05404067
76813,-0.213,-104.323026,32.06194017
76834,-0.159,-104.2170064,32.06973984
76855,-0.4,-104.1109662,32.07743966
76876,-0.207,-104.0049058,32.0850396
76897,-0.647,-103.8988255,32.09253963
76918,0.081,-103.7927254,32.09993973
76939,0.407,-104.7566821,32.11910333
76960,1.059,-104.6506299,32.12731004
76981,0.64,-104.544556,32.1354169
77002,-0.446,-104.4384608,32.14342389
77023,-0.199,-104.3323445,32.15133098
77044,-0.185,-104.2262074,32.15913815
77065,0.071,-104.1200497,32.16684537
77086,0.012,-104.0138716,32.17445261
77107,-0.32,-103.9076736,32.18195985
77128,-0.063,-103.8014557,32.18936707
77149,0.464,-104.7664918,32.20844848
77170,0.651,-104.6603221,32.21666309
77191,0.465,-104.5541307,32.22477775
77212,0.411,-104.4479179,32.23279246
77233,-0.001,-104.3416839,32.24070717
77254,-0.292,-104.235429,32.24852186
77275,-0.317,-104.1291534,32.25623651
77296,-0.07,-104.0228575,32.26385109
77317,-0.034,-103.9165414,32.27136558
77338,0.02,-103.8102055,32.27877995
77359,0.475,-104.7763235,32.29777904
77380,0.797,-104.670036,32.30600158
77401,0.651,-104.5637268,32.31412409
77422,0.664,-104.4573961,32.32214654
77443,0.312,-104.3510441,32.3300689
77464,-0.176,-104.2446712,32.33789115
77485,-0.211,-104.1382776,32.34561326
77506,-0.188,-104.0318635,32.35323521
77527,-0.108,-103.9254292,32.36075698
77548,0.189,-103.818975,32.36817853
77569,0.893,-104.7861771,32.38709519
77590,1.044,-104.6797717,32.3953257
77611,0.845,-104.5733444,32.40345608
77632,0.798,-104.4668955,32.41148631
77653,0.333,-104.3604254,32.41941635
77674,-0.235,-104.2539342,32.4272462
77695,0.122,-104.1474222,32.43497581
77716,0.07,-104.0408897,32.44260516
77737,-0.197,-103.9343369,32.45013423
77758,-0.066,-103.8277641,32.457563
77779,0.849,-104.7960529,32.47639711
77800,0.81,-104.6895292,32.48463562
77821,0.594,-104.5829835,32.49277391
77842,0.864,-104.4764163,32.50081195
77863,0.488,-104.3698277,32.50874971
77884,0.094,-104.2632179,32.51658717
77905,0.198,-104.1565873,32.52432431
77926,0.057,-104.0499361,32.5319611
77947,-0.23,-103.9432646,32.53949751
77968,-0.382,-103.836573,32.54693352
77989,0.809,-104.8059508,32.56568497
78010,0.944,-104.6993085,32.57393151
78031,0.975,-104.5926443,32.58207774
78052,0.651,-104.4859584,32.59012363
78073,0.874,-104.3792511,32.59806914
78094,0.595,-104.2725225,32.60591427
78115,0.356,-104.165773,32.61365897
78136,0.055,-104.0590029,32.62130322
78157,0.159,-103.9522123,32.628847
78178,-0.195,-103.8454017,32.63629029
78199,0.862,-104.8158709,32.65495895
78220,1.01,-104.7091099,32.66321357
78241,1.086,-104.6023269,32.67136777
78262,1.148,-104.495522,32.67942153
78283,0.838,-104.3886956,32.68737483
78304,0.972,-104.281848,32.69522764
78325,0.717,-104.1749794,32.70297994
78346,0.484,-104.06809,32.71063169
78367,0.526,-103.9611802,32.71818287
78388,0.29,-103.8542502,32.72563347
78409,0.925,-104.8258134,32.74421923
78430,0.794,-104.7189333,32.75248195
78451,1.084,-104.6120311,32.76064416
78472,1.018,-104.5051071,32.76870584
78493,0.598,-104.3981615,32.77666696
78514,1.068,-104.2911945,32.78452749
78535,0.966,-104.1842065,32.79228741
78556,0.69,-104.0771977,32.79994669
78577,0.539,-103.9701683,32.80750531
78598,0.412,-103.8631187,32.81496324
78619,0.554,-104.8357782,32.83346598
78640,0.603,-104.7287789,32.84173684
